brand,category_code,event_type,count
lange,apparel.shoes,view,719
lapkin,kids.toys,view,11
larktale,apparel.sock,view,7
larktale,kids.carriage,cart,1
larktale,kids.carriage,view,61
laston,auto.accessories.compressor,cart,31
laston,auto.accessories.compressor,purchase,7
laston,auto.accessories.compressor,view,1760
laston,construction.tools.welding,cart,29
laston,construction.tools.welding,purchase,7
laston,construction.tools.welding,view,2058
laudio,electronics.audio.microphone,cart,21
laudio,electronics.audio.microphone,purchase,8
laudio,electronics.audio.microphone,view,732
laufen,furniture.bathroom.toilet,cart,8
laufen,furniture.bathroom.toilet,purchase,4
laufen,furniture.bathroom.toilet,view,776
laurastar,appliances.iron,cart,68
laurastar,appliances.iron,purchase,21
laurastar,appliances.iron,view,3124
lauravalarosa,apparel.shoes,view,2
lauravalorosa,apparel.shoes,view,36
lava,construction.components.faucet,view,30
leadbros,appliances.kitchen.refrigerators,cart,675
leadbros,appliances.kitchen.refrigerators,purchase,208
leadbros,appliances.kitchen.refrigerators,view,11637
leader,appliances.sewing_machine,cart,101
leader,appliances.sewing_machine,purchase,25
leader,appliances.sewing_machine,view,2509
leagoo,electronics.smartphone,view,210
lealelo,apparel.shoes.sandals,view,3
leatherman,electronics.clocks,cart,3
leatherman,electronics.clocks,purchase,1
leatherman,electronics.clocks,view,516
leeco,electronics.smartphone,cart,1
leeco,electronics.smartphone,view,1603
leem,electronics.audio.acoustic,cart,7
leem,electronics.audio.acoustic,view,1197
leem,electronics.audio.microphone,cart,1
leem,electronics.audio.microphone,view,108
legkiesny,furniture.bedroom.pillow,view,25
legre,apparel.shoes,cart,1086
legre,apparel.shoes,purchase,243
legre,apparel.shoes,view,29041
lel,furniture.bedroom.bed,cart,1
lel,furniture.bedroom.bed,view,90
lemark,construction.components.faucet,cart,180
lemark,construction.components.faucet,purchase,44
lemark,construction.components.faucet,view,6911
lenovo,accessories.bag,cart,394
lenovo,accessories.bag,purchase,108
lenovo,accessories.bag,view,7288
lenovo,computers.components.hdd,view,239
lenovo,computers.components.memory,cart,3
lenovo,computers.components.memory,purchase,1
lenovo,computers.components.memory,view,226
lenovo,computers.desktop,cart,848
lenovo,computers.desktop,purchase,228
lenovo,computers.desktop,view,64871
lenovo,computers.notebook,cart,18595
lenovo,computers.notebook,purchase,5788
lenovo,computers.notebook,view,574405
lenovo,computers.peripherals.keyboard,cart,19
lenovo,computers.peripherals.keyboard,purchase,8
lenovo,computers.peripherals.keyboard,view,760
lenovo,computers.peripherals.monitor,cart,52
lenovo,computers.peripherals.monitor,purchase,19
lenovo,computers.peripherals.monitor,view,2720
lenovo,computers.peripherals.mouse,cart,116
lenovo,computers.peripherals.mouse,purchase,29
lenovo,computers.peripherals.mouse,view,2777
lenovo,electronics.audio.headphone,cart,25
lenovo,electronics.audio.headphone,purchase,11
lenovo,electronics.audio.headphone,view,557
lenovo,electronics.smartphone,cart,9
lenovo,electronics.smartphone,purchase,2
lenovo,electronics.smartphone,view,396
lenovo,electronics.tablet,cart,1283
lenovo,electronics.tablet,purchase,352
lenovo,electronics.tablet,view,45150
leo,construction.tools.pump,cart,35
leo,construction.tools.pump,purchase,6
leo,construction.tools.pump,view,1790
leo,construction.tools.saw,view,95
leone,apparel.glove,cart,23
leone,apparel.glove,purchase,3
leone,apparel.glove,view,245
lessar,appliances.environment.air_conditioner,view,71
leven,computers.components.hdd,cart,8
leven,computers.components.hdd,purchase,1
leven,computers.components.hdd,view,184
lexmark,computers.peripherals.printer,cart,12
lexmark,computers.peripherals.printer,purchase,12
lexmark,computers.peripherals.printer,view,739
lezard,construction.tools.light,cart,6
lezard,construction.tools.light,view,459
lg,appliances.environment.air_conditioner,cart,135
lg,appliances.environment.air_conditioner,purchase,40
lg,appliances.environment.air_conditioner,view,6163
lg,appliances.environment.vacuum,cart,4724
lg,appliances.environment.vacuum,purchase,1172
lg,appliances.environment.vacuum,view,85438
lg,appliances.kitchen.microwave,cart,2029
lg,appliances.kitchen.microwave,purchase,567
lg,appliances.kitchen.microwave,view,35416
lg,appliances.kitchen.refrigerators,cart,6772
lg,appliances.kitchen.refrigerators,purchase,1690
lg,appliances.kitchen.refrigerators,view,164782
lg,appliances.kitchen.washer,cart,15310
lg,appliances.kitchen.washer,purchase,3856
lg,appliances.kitchen.washer,view,286925
lg,computers.peripherals.monitor,cart,433
lg,computers.peripherals.monitor,purchase,111
lg,computers.peripherals.monitor,view,17895
lg,construction.components.faucet,view,41
lg,construction.tools.light,view,76
lg,electronics.audio.acoustic,cart,388
lg,electronics.audio.acoustic,purchase,121
lg,electronics.audio.acoustic,view,12489
lg,electronics.audio.headphone,view,128
lg,electronics.clocks,cart,13
lg,electronics.clocks,purchase,8
lg,electronics.clocks,view,1076
lg,electronics.smartphone,cart,298
lg,electronics.smartphone,purchase,102
lg,electronics.smartphone,view,23795
lg,electronics.video.tv,cart,16540
lg,electronics.video.tv,purchase,4161
lg,electronics.video.tv,view,331089
lg,sport.bicycle,cart,2
lg,sport.bicycle,view,466
libero,furniture.bathroom.bath,cart,4
libero,furniture.bathroom.bath,purchase,1
libero,furniture.bathroom.bath,view,142
liberty,electronics.audio.acoustic,cart,2
liberty,electronics.audio.acoustic,purchase,1
liberty,electronics.audio.acoustic,view,68
libtech,sport.snowboard,cart,7
libtech,sport.snowboard,view,183
lider,furniture.bedroom.bed,cart,17
lider,furniture.bedroom.bed,purchase,1
lider,furniture.bedroom.bed,view,885
lidonet,construction.tools.light,cart,3
lidonet,construction.tools.light,view,532
lidonet,furniture.universal.light,cart,64
lidonet,furniture.universal.light,purchase,22
lidonet,furniture.universal.light,view,3552
liebherr,appliances.kitchen.refrigerators,cart,2
liebherr,appliances.kitchen.refrigerators,view,777
liebherr,kids.toys,view,39
lifedeco,computers.desktop,view,421
lifedeco,furniture.bedroom.bed,view,12
lifedeco,furniture.living_room.cabinet,view,44
lifedeco,furniture.living_room.chair,view,24
lifedeco,furniture.universal.light,cart,1
lifedeco,furniture.universal.light,view,518
line,sport.ski,view,91
listvig,furniture.kitchen.chair,view,34
listvig,furniture.kitchen.table,cart,10
listvig,furniture.kitchen.table,purchase,4
listvig,furniture.kitchen.table,view,848
lite-on,computers.components.hdd,cart,23
lite-on,computers.components.hdd,purchase,6
lite-on,computers.components.hdd,view,695
liv,sport.bicycle,cart,23
liv,sport.bicycle,purchase,4
liv,sport.bicycle,view,1002
livnynasos,construction.tools.pump,view,2
llarri,furniture.bedroom.bed,cart,4
llarri,furniture.bedroom.bed,view,177
llorens,kids.dolls,cart,560
llorens,kids.dolls,purchase,201
llorens,kids.dolls,view,26785
logitech,computers.desktop,cart,20
logitech,computers.desktop,purchase,4
logitech,computers.desktop,view,1447
logitech,computers.peripherals.camera,cart,112
logitech,computers.peripherals.camera,purchase,23
logitech,computers.peripherals.camera,view,3299
logitech,computers.peripherals.keyboard,cart,115
logitech,computers.peripherals.keyboard,purchase,29
logitech,computers.peripherals.keyboard,view,5218
logitech,computers.peripherals.mouse,cart,781
logitech,computers.peripherals.mouse,purchase,156
logitech,computers.peripherals.mouse,view,14828
logitech,electronics.audio.headphone,cart,25
logitech,electronics.audio.headphone,purchase,7
logitech,electronics.audio.headphone,view,1007
lol,kids.dolls,cart,14
lol,kids.dolls,purchase,1
lol,kids.dolls,view,491
lonex,kids.carriage,cart,14
lonex,kids.carriage,purchase,2
lonex,kids.carriage,view,538
longines,electronics.clocks,cart,65
longines,electronics.clocks,purchase,12
longines,electronics.clocks,view,9851
longstyle,sport.trainer,cart,38
longstyle,sport.trainer,purchase,9
longstyle,sport.trainer,view,954
longway,kids.skates,cart,99
longway,kids.skates,purchase,15
longway,kids.skates,view,4453
lorelli,furniture.bedroom.bed,cart,95
lorelli,furniture.bedroom.bed,purchase,27
lorelli,furniture.bedroom.bed,view,3809
lorelli,furniture.kitchen.chair,cart,324
lorelli,furniture.kitchen.chair,purchase,87
lorelli,furniture.kitchen.chair,view,7739
lorelli,furniture.living_room.chair,cart,309
lorelli,furniture.living_room.chair,purchase,85
lorelli,furniture.living_room.chair,view,12933
lorelli,kids.carriage,cart,170
lorelli,kids.carriage,purchase,49
lorelli,kids.carriage,view,8419
lorelli,kids.swing,cart,157
lorelli,kids.swing,purchase,38
lorelli,kids.swing,view,7794
lorelli,kids.toys,cart,27
lorelli,kids.toys,purchase,8
lorelli,kids.toys,view,900
lorelli,sport.bicycle,cart,56
lorelli,sport.bicycle,purchase,17
lorelli,sport.bicycle,view,1225
lorelli-bertoni,furniture.bedroom.bed,view,62
lorelli-bertoni,furniture.kitchen.chair,cart,76
lorelli-bertoni,furniture.kitchen.chair,purchase,36
lorelli-bertoni,furniture.kitchen.chair,view,4189
lorelli-bertoni,furniture.living_room.chair,cart,28
lorelli-bertoni,furniture.living_room.chair,purchase,5
lorelli-bertoni,furniture.living_room.chair,view,1021
lorelli-bertoni,kids.carriage,cart,8
lorelli-bertoni,kids.carriage,purchase,3
lorelli-bertoni,kids.carriage,view,594
lorelli-bertoni,kids.toys,view,1
lorelli-bertoni,sport.bicycle,view,4
lorellibolgaria,kids.carriage,cart,1
lorellibolgaria,kids.carriage,purchase,1
lorellibolgaria,kids.carriage,view,275
lori,kids.dolls,view,281
lorus,electronics.clocks,cart,27
lorus,electronics.clocks,purchase,4
lorus,electronics.clocks,view,2328
louiserard,electronics.clocks,cart,12
louiserard,electronics.clocks,purchase,2
louiserard,electronics.clocks,view,1418
lovular,kids.fmcg.diapers,cart,45
lovular,kids.fmcg.diapers,purchase,13
lovular,kids.fmcg.diapers,view,796
luazon,appliances.environment.air_heater,view,71
luazon,appliances.kitchen.kettle,view,2
lubimyjdom,furniture.living_room.cabinet,purchase,1
lubimyjdom,furniture.living_room.cabinet,view,220
luciasvetlaa,furniture.bedroom.bed,view,1
lumme,appliances.environment.air_heater,cart,7
lumme,appliances.environment.air_heater,purchase,6
lumme,appliances.environment.air_heater,view,331
lumme,appliances.kitchen.blender,cart,3
lumme,appliances.kitchen.blender,purchase,2
lumme,appliances.kitchen.blender,view,339
lumme,appliances.kitchen.kettle,cart,34
lumme,appliances.kitchen.kettle,purchase,3
lumme,appliances.kitchen.kettle,view,1171
lumme,appliances.kitchen.meat_grinder,cart,25
lumme,appliances.kitchen.meat_grinder,purchase,5
lumme,appliances.kitchen.meat_grinder,view,813
lumme,appliances.personal.scales,view,66
luris,accessories.bag,view,35
lutian,construction.tools.generator,view,19
lutian,construction.tools.pump,view,27
lux,sport.bicycle,cart,4
lux,sport.bicycle,purchase,2
lux,sport.bicycle,view,619
lux,sport.snowboard,cart,4
lux,sport.snowboard,view,235
lux-tools,construction.tools.drill,view,34
lux-tools,country_yard.lawn_mower,view,9
luxell,appliances.environment.air_heater,cart,2
luxell,appliances.environment.air_heater,purchase,1
luxell,appliances.environment.air_heater,view,367
luxell,appliances.iron,purchase,1
luxell,appliances.iron,view,38
luxell,appliances.kitchen.hob,cart,21
luxell,appliances.kitchen.hob,purchase,3
luxell,appliances.kitchen.hob,view,557
luxell,appliances.kitchen.hood,view,89
luxell,appliances.kitchen.microwave,cart,1
luxell,appliances.kitchen.microwave,view,143
luxell,appliances.kitchen.oven,cart,144
luxell,appliances.kitchen.oven,purchase,37
luxell,appliances.kitchen.oven,view,4907
m-audio,electronics.audio.acoustic,cart,29
m-audio,electronics.audio.acoustic,purchase,11
m-audio,electronics.audio.acoustic,view,1516
m-audio,electronics.audio.headphone,view,42
m-audio,electronics.audio.microphone,cart,71
m-audio,electronics.audio.microphone,purchase,22
m-audio,electronics.audio.microphone,view,1348
m-audio,electronics.audio.music_tools.piano,cart,159
m-audio,electronics.audio.music_tools.piano,purchase,48
m-audio,electronics.audio.music_tools.piano,view,5042
maak,sport.ski,cart,15
maak,sport.ski,purchase,1
maak,sport.ski,view,644
maakavto,auto.accessories.compressor,view,1
machete,electronics.audio.subwoofer,cart,5
machete,electronics.audio.subwoofer,purchase,3
machete,electronics.audio.subwoofer,view,304
mackie,electronics.audio.acoustic,cart,3
mackie,electronics.audio.acoustic,view,53
maclaren,kids.carriage,cart,4
maclaren,kids.carriage,view,384
maclay,country_yard.furniture.hammok,cart,2
maclay,country_yard.furniture.hammok,view,212
mad,accessories.bag,view,19
madamecoco,furniture.bedroom.pillow,view,1
madina,electronics.audio.acoustic,cart,19
madina,electronics.audio.acoustic,purchase,6
madina,electronics.audio.acoustic,view,387
maestro,appliances.kitchen.kettle,cart,2
maestro,appliances.kitchen.kettle,view,107
maestro,appliances.personal.hair_cutter,view,62
magaudio,electronics.audio.acoustic,view,9
magic,kids.dolls,cart,7
magic,kids.dolls,purchase,2
magic,kids.dolls,view,142
magicbeartoys,kids.toys,cart,7
magicbeartoys,kids.toys,purchase,3
magicbeartoys,kids.toys,view,307
magkijson,furniture.bedroom.pillow,view,92
magma,auto.accessories.radar,cart,35
magma,auto.accessories.radar,purchase,8
magma,auto.accessories.radar,view,423
magnat,electronics.audio.headphone,view,20
magnetta,appliances.environment.air_heater,cart,19
magnetta,appliances.environment.air_heater,purchase,6
magnetta,appliances.environment.air_heater,view,743
magnetta,auto.accessories.compressor,cart,208
magnetta,auto.accessories.compressor,purchase,47
magnetta,auto.accessories.compressor,view,6149
magnetta,construction.tools.generator,cart,124
magnetta,construction.tools.generator,purchase,33
magnetta,construction.tools.generator,view,5513
magnetta,construction.tools.pump,cart,160
magnetta,construction.tools.pump,purchase,31
magnetta,construction.tools.pump,view,3695
magnetta,construction.tools.saw,cart,1
magnetta,construction.tools.saw,view,222
magnetta,construction.tools.welding,cart,476
magnetta,construction.tools.welding,purchase,112
magnetta,construction.tools.welding,view,24506
magnetta,country_yard.lawn_mower,view,37
maidou,kids.skates,cart,2
maidou,kids.skates,purchase,1
maidou,kids.skates,view,84
maisto,kids.toys,cart,18
maisto,kids.toys,purchase,2
maisto,kids.toys,view,701
maja,furniture.kitchen.chair,cart,2
maja,furniture.kitchen.chair,purchase,1
maja,furniture.kitchen.chair,view,11
makers,apparel.shoes,cart,10
makers,apparel.shoes,view,681
makita,appliances.environment.vacuum,cart,59
makita,appliances.environment.vacuum,purchase,11
makita,appliances.environment.vacuum,view,5414
makita,construction.tools.drill,cart,605
makita,construction.tools.drill,purchase,149
makita,construction.tools.drill,view,29321
makita,construction.tools.generator,cart,3
makita,construction.tools.generator,purchase,1
makita,construction.tools.generator,view,636
makita,construction.tools.pump,view,69
makita,construction.tools.saw,cart,278
makita,construction.tools.saw,purchase,85
makita,construction.tools.saw,view,15337
makita,construction.tools.screw,view,2
makita,country_yard.lawn_mower,cart,8
makita,country_yard.lawn_mower,purchase,1
makita,country_yard.lawn_mower,view,319
mam,computers.components.cooler,view,61
mamadoma,furniture.kitchen.chair,cart,51
mamadoma,furniture.kitchen.chair,purchase,14
mamadoma,furniture.kitchen.chair,view,1728
mamadoma,furniture.kitchen.table,cart,27
mamadoma,furniture.kitchen.table,purchase,8
mamadoma,furniture.kitchen.table,view,1508
maman,appliances.kitchen.steam_cooker,cart,2
maman,appliances.kitchen.steam_cooker,purchase,1
maman,appliances.kitchen.steam_cooker,view,125
maman,construction.tools.light,view,115
mangokids,apparel.shorts,view,1
manhattan,accessories.bag,view,151
manhattan,computers.desktop,view,3
manhattan,computers.peripherals.mouse,cart,3
manhattan,computers.peripherals.mouse,purchase,2
manhattan,computers.peripherals.mouse,view,94
manhattan,electronics.audio.headphone,cart,1
manhattan,electronics.audio.headphone,purchase,1
manhattan,electronics.audio.headphone,view,169
manke,kids.skates,cart,14
manke,kids.skates,purchase,7
manke,kids.skates,view,1492
mantra,construction.tools.light,cart,13
mantra,construction.tools.light,purchase,4
mantra,construction.tools.light,view,2939
mantra,furniture.universal.light,cart,15
mantra,furniture.universal.light,purchase,1
mantra,furniture.universal.light,view,1180
manuoki,kids.fmcg.diapers,cart,81
manuoki,kids.fmcg.diapers,purchase,20
manuoki,kids.fmcg.diapers,view,812
maomaoku,kids.skates,cart,154
maomaoku,kids.skates,purchase,46
maomaoku,kids.skates,view,6609
maono,electronics.audio.microphone,view,10
marcomen,apparel.shoes,cart,115
marcomen,apparel.shoes,purchase,26
marcomen,apparel.shoes,view,4489
marcotozzi,apparel.shoes.keds,cart,2
marcotozzi,apparel.shoes.keds,view,482
mariaiskusnica,furniture.bedroom.pillow,view,27
maribel,furniture.kitchen.chair,cart,78
maribel,furniture.kitchen.chair,purchase,23
maribel,furniture.kitchen.chair,view,1218
maribel,kids.swing,cart,154
maribel,kids.swing,purchase,31
maribel,kids.swing,view,3065
mark,electronics.audio.headphone,view,8
marko,apparel.shoes.keds,view,14
marley,electronics.audio.headphone,cart,31
marley,electronics.audio.headphone,purchase,9
marley,electronics.audio.headphone,view,737
mars,computers.peripherals.mouse,cart,16
mars,computers.peripherals.mouse,purchase,3
mars,computers.peripherals.mouse,view,352
mars,sport.bicycle,cart,10
mars,sport.bicycle,purchase,3
mars,sport.bicycle,view,392
marshall,electronics.audio.headphone,cart,785
marshall,electronics.audio.headphone,purchase,228
marshall,electronics.audio.headphone,view,18072
marta,appliances.iron,cart,1
marta,appliances.iron,view,25
marta,appliances.kitchen.kettle,cart,5
marta,appliances.kitchen.kettle,purchase,1
marta,appliances.kitchen.kettle,view,88
marta,appliances.personal.scales,cart,6
marta,appliances.personal.scales,view,201
martinez,electronics.audio.acoustic,view,23
marvel,kids.skates,view,20
masi,sport.bicycle,cart,8
masi,sport.bicycle,view,213
masima,appliances.kitchen.meat_grinder,cart,1
masima,appliances.kitchen.meat_grinder,view,156
masstone,appliances.personal.massager,cart,160
masstone,appliances.personal.massager,purchase,56
masstone,appliances.personal.massager,view,3606
mastela,kids.swing,cart,28
mastela,kids.swing,purchase,5
mastela,kids.swing,view,1816
master,appliances.environment.air_heater,cart,12
master,appliances.environment.air_heater,purchase,5
master,appliances.environment.air_heater,view,876
masteryard,country_yard.cultivator,view,1
mateus,auto.accessories.compressor,cart,10
mateus,auto.accessories.compressor,purchase,3
mateus,auto.accessories.compressor,view,732
mateus,construction.tools.generator,cart,8
mateus,construction.tools.generator,purchase,1
mateus,construction.tools.generator,view,428
mateus,construction.tools.pump,view,30
mateus,construction.tools.saw,cart,3
mateus,construction.tools.saw,view,53
matex,accessories.bag,view,3
matrix,accessories.bag,cart,4
matrix,accessories.bag,purchase,1
matrix,accessories.bag,view,170
matrix,appliances.personal.massager,cart,3
matrix,appliances.personal.massager,purchase,2
matrix,appliances.personal.massager,view,335
matrix,construction.tools.painting,cart,3
matrix,construction.tools.painting,view,197
matrix,construction.tools.welding,view,197
matrix,furniture.kitchen.chair,cart,3
matrix,furniture.kitchen.chair,view,188
matrix,sport.bicycle,cart,45
matrix,sport.bicycle,purchase,13
matrix,sport.bicycle,view,1241
mattel,kids.dolls,cart,68
mattel,kids.dolls,purchase,19
mattel,kids.dolls,view,1357
maunfeld,appliances.kitchen.dishwasher,view,183
maunfeld,appliances.kitchen.hob,cart,33
maunfeld,appliances.kitchen.hob,purchase,9
maunfeld,appliances.kitchen.hob,view,1317
maunfeld,appliances.kitchen.hood,cart,105
maunfeld,appliances.kitchen.hood,purchase,28
maunfeld,appliances.kitchen.hood,view,3928
maunfeld,appliances.kitchen.juicer,cart,5
maunfeld,appliances.kitchen.juicer,purchase,3
maunfeld,appliances.kitchen.juicer,view,338
maunfeld,appliances.kitchen.kettle,cart,69
maunfeld,appliances.kitchen.kettle,purchase,11
maunfeld,appliances.kitchen.kettle,view,1840
maunfeld,appliances.kitchen.meat_grinder,cart,4
maunfeld,appliances.kitchen.meat_grinder,view,64
maunfeld,appliances.kitchen.microwave,cart,3
maunfeld,appliances.kitchen.microwave,purchase,1
maunfeld,appliances.kitchen.microwave,view,299
maunfeld,appliances.kitchen.oven,cart,13
maunfeld,appliances.kitchen.oven,purchase,5
maunfeld,appliances.kitchen.oven,view,538
maunfeld,appliances.kitchen.refrigerators,view,25
maxcolor,kids.carriage,cart,2
maxcolor,kids.carriage,purchase,1
maxcolor,kids.carriage,view,107
maxi,kids.skates,cart,10
maxi,kids.skates,purchase,4
maxi,kids.skates,view,217
maxi-cosi,apparel.sock,view,68
maxi-cosi,furniture.living_room.chair,cart,11
maxi-cosi,furniture.living_room.chair,purchase,4
maxi-cosi,furniture.living_room.chair,view,1409
maxi-cosi,kids.carriage,view,225
maxima,appliances.iron,view,52
maxima,appliances.kitchen.blender,view,70
maxima,appliances.kitchen.coffee_grinder,view,17
maxima,appliances.kitchen.kettle,cart,57
maxima,appliances.kitchen.kettle,purchase,12
maxima,appliances.kitchen.kettle,view,1918
maxima,appliances.personal.scales,cart,10
maxima,appliances.personal.scales,purchase,4
maxima,appliances.personal.scales,view,577
maxvi,electronics.telephone,cart,466
maxvi,electronics.telephone,purchase,109
maxvi,electronics.telephone,view,16031
maxwell,appliances.environment.fan,view,9
maxwell,appliances.iron,cart,214
maxwell,appliances.iron,purchase,62
maxwell,appliances.iron,view,4504
maxwell,appliances.kitchen.blender,cart,499
maxwell,appliances.kitchen.blender,purchase,148
maxwell,appliances.kitchen.blender,view,10113
maxwell,appliances.kitchen.coffee_grinder,cart,11
maxwell,appliances.kitchen.coffee_grinder,purchase,3
maxwell,appliances.kitchen.coffee_grinder,view,339
maxwell,appliances.kitchen.coffee_machine,cart,293
maxwell,appliances.kitchen.coffee_machine,purchase,89
maxwell,appliances.kitchen.coffee_machine,view,9354
maxwell,appliances.kitchen.grill,cart,381
maxwell,appliances.kitchen.grill,purchase,115
maxwell,appliances.kitchen.grill,view,11414
maxwell,appliances.kitchen.hob,view,20
maxwell,appliances.kitchen.juicer,cart,31
maxwell,appliances.kitchen.juicer,purchase,8
maxwell,appliances.kitchen.juicer,view,710
maxwell,appliances.kitchen.kettle,cart,423
maxwell,appliances.kitchen.kettle,purchase,76
maxwell,appliances.kitchen.kettle,view,8175
maxwell,appliances.kitchen.meat_grinder,cart,101
maxwell,appliances.kitchen.meat_grinder,purchase,23
maxwell,appliances.kitchen.meat_grinder,view,1159
maxwell,appliances.kitchen.mixer,cart,83
maxwell,appliances.kitchen.mixer,purchase,22
maxwell,appliances.kitchen.mixer,view,1610
maxwell,appliances.kitchen.oven,cart,41
maxwell,appliances.kitchen.oven,purchase,7
maxwell,appliances.kitchen.oven,view,1456
maxwell,appliances.kitchen.toster,cart,209
maxwell,appliances.kitchen.toster,purchase,65
maxwell,appliances.kitchen.toster,view,3109
maxwell,appliances.personal.hair_cutter,cart,25
maxwell,appliances.personal.hair_cutter,purchase,7
maxwell,appliances.personal.hair_cutter,view,813
maxwell,appliances.personal.massager,cart,32
maxwell,appliances.personal.massager,purchase,8
maxwell,appliances.personal.massager,view,1647
maxwell,appliances.personal.scales,cart,221
maxwell,appliances.personal.scales,purchase,51
maxwell,appliances.personal.scales,view,3588
maxwell,construction.tools.generator,cart,8
maxwell,construction.tools.generator,purchase,2
maxwell,construction.tools.generator,view,395
maysun,construction.tools.light,cart,1
maysun,construction.tools.light,view,105
mbs,appliances.kitchen.hob,cart,5
mbs,appliances.kitchen.hob,purchase,3
mbs,appliances.kitchen.hob,view,240
mbs,appliances.kitchen.hood,cart,94
mbs,appliances.kitchen.hood,purchase,21
mbs,appliances.kitchen.hood,view,3092
mbs,appliances.kitchen.oven,view,132
mc,furniture.kitchen.chair,cart,2
mc,furniture.kitchen.chair,purchase,1
mc,furniture.kitchen.chair,view,177
mccan,kids.carriage,cart,7
mccan,kids.carriage,view,75
mcculloch,appliances.environment.vacuum,cart,2
mcculloch,appliances.environment.vacuum,purchase,1
mcculloch,appliances.environment.vacuum,view,72
mcculloch,construction.tools.saw,cart,1
mcculloch,construction.tools.saw,view,118
mdv,appliances.environment.air_conditioner,cart,1
mdv,appliances.environment.air_conditioner,view,120
mebberi,furniture.living_room.sofa,cart,28
mebberi,furniture.living_room.sofa,purchase,6
mebberi,furniture.living_room.sofa,view,2481
mebbery.kz,furniture.bedroom.bed,view,23
mebberykz,furniture.living_room.sofa,cart,2
mebberykz,furniture.living_room.sofa,purchase,2
mebberykz,furniture.living_room.sofa,view,755
mebelazii,furniture.bedroom.bed,cart,33
mebelazii,furniture.bedroom.bed,purchase,5
mebelazii,furniture.bedroom.bed,view,1513
mebelcon,furniture.bedroom.bed,view,11
mebelev,furniture.bedroom.bed,cart,12
mebelev,furniture.bedroom.bed,purchase,3
mebelev,furniture.bedroom.bed,view,690
mebels,furniture.kitchen.table,cart,55
mebels,furniture.kitchen.table,purchase,7
mebels,furniture.kitchen.table,view,1561
mebelservice,furniture.living_room.cabinet,cart,10
mebelservice,furniture.living_room.cabinet,purchase,1
mebelservice,furniture.living_room.cabinet,view,706
mebelson,computers.desktop,cart,14
mebelson,computers.desktop,purchase,1
mebelson,computers.desktop,view,916
mebelson,furniture.bedroom.bed,cart,95
mebelson,furniture.bedroom.bed,purchase,15
mebelson,furniture.bedroom.bed,view,6112
mebelson,furniture.kitchen.table,cart,28
mebelson,furniture.kitchen.table,purchase,4
mebelson,furniture.kitchen.table,view,2674
mebelson,furniture.living_room.cabinet,cart,7
mebelson,furniture.living_room.cabinet,purchase,3
mebelson,furniture.living_room.cabinet,view,1363
mebelswow-rn,furniture.kitchen.table,cart,365
mebelswow-rn,furniture.kitchen.table,purchase,72
mebelswow-rn,furniture.kitchen.table,view,10516
medeli,electronics.audio.music_tools.piano,cart,57
medeli,electronics.audio.music_tools.piano,purchase,16
medeli,electronics.audio.music_tools.piano,view,1289
medisana,appliances.personal.massager,view,2
medisana,appliances.personal.scales,view,1
mefferts,kids.toys,view,17
meike,electronics.audio.microphone,cart,2
meike,electronics.audio.microphone,purchase,1
meike,electronics.audio.microphone,view,59
meizu,accessories.bag,cart,63
meizu,accessories.bag,purchase,15
meizu,accessories.bag,view,1355
meizu,electronics.audio.headphone,cart,134
meizu,electronics.audio.headphone,purchase,45
meizu,electronics.audio.headphone,view,5614
meizu,electronics.smartphone,cart,5806
meizu,electronics.smartphone,purchase,2084
meizu,electronics.smartphone,view,193813
mekkan,construction.tools.drill,cart,1
mekkan,construction.tools.drill,view,110
mekkan,construction.tools.saw,view,13
melidadi,kids.toys,view,92
melissadoug,kids.toys,cart,3
melissadoug,kids.toys,purchase,2
melissadoug,kids.toys,view,75
melitta,appliances.kitchen.coffee_grinder,cart,16
melitta,appliances.kitchen.coffee_grinder,purchase,4
melitta,appliances.kitchen.coffee_grinder,view,630
melitta,appliances.kitchen.coffee_machine,cart,43
melitta,appliances.kitchen.coffee_machine,purchase,9
melitta,appliances.kitchen.coffee_machine,view,2958
melitta,appliances.kitchen.kettle,cart,1
melitta,appliances.kitchen.kettle,view,338
mello,kids.fmcg.diapers,view,5
merach,sport.trainer,view,67
merida,sport.bicycle,view,52
merries,kids.fmcg.diapers,cart,215
merries,kids.fmcg.diapers,purchase,81
merries,kids.fmcg.diapers,view,2432
merrylock,appliances.sewing_machine,view,102
metabo,appliances.environment.vacuum,view,105
metabo,auto.accessories.compressor,view,579
metabo,construction.tools.drill,cart,65
metabo,construction.tools.drill,purchase,8
metabo,construction.tools.drill,view,6927
metabo,construction.tools.light,view,466
metabo,construction.tools.painting,cart,2
metabo,construction.tools.painting,view,666
metabo,construction.tools.pump,cart,3
metabo,construction.tools.pump,purchase,1
metabo,construction.tools.pump,view,545
metabo,construction.tools.saw,cart,41
metabo,construction.tools.saw,purchase,21
metabo,construction.tools.saw,view,3333
metalac,appliances.environment.water_heater,cart,1
metalac,appliances.environment.water_heater,view,13
metoo,kids.toys,cart,4
metoo,kids.toys,view,41
metoyou,kids.toys,cart,10
metoyou,kids.toys,purchase,3
metoyou,kids.toys,view,74
meze,electronics.audio.headphone,cart,3
meze,electronics.audio.headphone,view,41
mibb,furniture.bedroom.bed,cart,1
mibb,furniture.bedroom.bed,purchase,1
mibb,furniture.bedroom.bed,view,666
mibb,furniture.living_room.cabinet,view,1
